"","hgnc_symbol","chromosome_name","start_position","end_position"
"ARRDC5","ARRDC5","19",4890437,4902948
"NPAS4","NPAS4","11",66421035,66426707
"GOSR2-DT","GOSR2-DT","17",46909405,46923126
"LETR1","LETR1","15",95166065,95327129
"KLHL17","KLHL17","1",960584,965719
"GTF2E1","GTF2E1","3",120742637,120783069
"LGALS13","LGALS13","19",39602524,39607474
"ACP1","ACP1","2",264140,278283
"OR56A5","OR56A5","11",5967553,5968494
"MEIS3","MEIS3","19",47403124,47419527
"KMT2A","KMT2A","11",118436456,118526832
"LCIIAR","LCIIAR","15",29664498,29705804
"STXBP5L","STXBP5L","3",120908072,121424761
"TRIM46","TRIM46","1",155173787,155184971
"LINC01971","LINC01971","17",81466237,81484011
"RUNDC3A-AS1","RUNDC3A-AS1","17",44299567,44315515
"LINC02089","LINC02089","17",52862065,53105367
"LINC02251","LINC02251","15",98003038,98087384
"ZFP36L2","ZFP36L2","2",43222402,43226606
"LNC-LBCS","LNC-LBCS","6",19306534,19839080
"MEF2D","MEF2D","1",156463727,156500779
"TSPYL6","TSPYL6","2",54253178,54256229
"TNS1","TNS1","2",217799588,218033982
"LINC02096","LINC02096","17",14834557,14957216
"ABCA9-AS1","ABCA9-AS1","17",68944531,69042784
"INSYN1-AS1","INSYN1-AS1","15",73751426,73770613
"SLC8A2","SLC8A2","19",47428017,47471893
"PRKCI","PRKCI","3",170222424,170305977
"ASB16-AS1","ASB16-AS1","17",44157293,44187180
"PDE2A","PDE2A","11",72576141,72674591
"MUC1","MUC1","1",155185824,155192916
"TRAM2-AS1","TRAM2-AS1","6",52576786,52643081
"KPTN","KPTN","19",47475150,47484265
"SKIL","SKIL","3",170357342,170396835
"CAMTA2-AS1","CAMTA2-AS1","17",4986466,4992170
"NAPA","NAPA","19",47487637,47515091
"MTMR7","MTMR7","8",17296794,17413528
"CLDN11","CLDN11","3",170418868,170454733
"LINC02259","LINC02259","15",72575113,72640297
"SLC7A14","SLC7A14","3",170459548,170586075
"LINC02073","LINC02073","17",51336644,51521402
"CARMAL","CARMAL","15",89040995,89082835
"STAB1","STAB1","3",52495338,52524495
"SLC7A2","SLC7A2","8",17497088,17570573
"POLGARF","POLGARF","15",89330208,89333809
"POLG-DT","POLG-DT","15",89334583,89336161
"KIF1C-AS1","KIF1C-AS1","17",5019214,5030970
"IGHV1OR15-9","IGHV1OR15-9","15",19964666,19965101
"IGHV1OR15-2","IGHV1OR15-2","15",19972782,19973218
"IGHV3OR15-7","IGHV3OR15-7","15",19987656,19988117
"LINC01987","LINC01987","17",77709844,77728584
"C5AR2","C5AR2","19",47332175,47347329
"IGHD5OR15-5A","IGHD5OR15-5A","15",20003840,20003862
"IGHD4OR15-4A","IGHD4OR15-4A","15",20004797,20004815
"IGHD3OR15-3A","IGHD3OR15-3A","15",20005905,20005935
"IGHD2OR15-2A","IGHD2OR15-2A","15",20008402,20008432
"IGHD1OR15-1A","IGHD1OR15-1A","15",20011153,20011169
"DHX34","DHX34","19",47349312,47383247
"LINC02086","LINC02086","17",48642627,48707346
"LINC03057","LINC03057","17",48634804,48647050
"MZF1","MZF1","19",58561931,58573575
"PDGFRL","PDGFRL","8",17576433,17644071
"MYO1F","MYO1F","19",8517463,8577442
"ASPH","ASPH","8",61500556,61714640
"LINC01526","LINC01526","6",81764154,81820202
"CREG2","CREG2","2",101345550,101387503
"NT5DC2","NT5DC2","3",52524385,52535054
"RFX8","RFX8","2",101397359,101475112
"HERC2P3","HERC2P3","15",20431093,20505462
"RAMP2-AS1","RAMP2-AS1","17",42753910,42761625
"RGPD1","RGPD1","2",86913783,87013976
"LINC01610","LINC01610","6",70375762,70403117
"GOLGA6L6","GOLGA6L6","15",20531856,20541800
"IGHV1OR15-6","IGHV1OR15-6","15",20639464,20639890
"PLGLB1","PLGLB1","2",87002559,87021852
"LINC00868","LINC00868","17",76849840,76861838
"POTEB2","POTEB2","15",20835372,20866314
"BIN1","BIN1","2",127048027,127107288
"UQCC5","UQCC5","3",52534013,52579237
"PBRM1","PBRM1","3",52545352,52685917
"LINC01193","LINC01193","15",20940380,21058440
"ADAMTS10","ADAMTS10","19",8580240,8610735
"LINC01978","LINC01978","17",79919283,79949934
"LINC01979","LINC01979","17",79915252,79926725
"PDE2A-AS1","PDE2A-AS1","11",72643237,72659407
"LINC01476","LINC01476","17",59400318,59526946
"ARAP1","ARAP1","11",72685069,72793599
"IGHD5OR15-5B","IGHD5OR15-5B","15",21010494,21010516
"IGHD4OR15-4B","IGHD4OR15-4B","15",21011451,21011469
"IGHD3OR15-3B","IGHD3OR15-3B","15",21012559,21012589
"IGHD2OR15-2B","IGHD2OR15-2B","15",21015048,21015078
"IGHD1OR15-1B","IGHD1OR15-1B","15",21017800,21017816
"SNHG5","SNHG5","6",85644369,85678943
"FTL","FTL","19",48965309,48967896
"LINC02915","LINC02915","15",39250681,39254845
"LIPE","LIPE","19",42401497,42427388
"LINC00482","LINC00482","17",81303771,81311237
"NLRP12","NLRP12","19",53792139,53824403
"THBS1-AS1","THBS1-AS1","15",39588357,39588882
"GPR176-DT","GPR176-DT","15",39921036,39925886
"SNHG25","SNHG25","17",64145208,64146810
"BMF","BMF","15",40087890,40108892
"HID1-AS1","HID1-AS1","17",74970694,74975728
"BMF-AS1","BMF-AS1","15",40088832,40089386
"NDUFA11","NDUFA11","19",5891207,5904006
"NGFR-AS1","NGFR-AS1","17",49505657,49577962
"CAPS","CAPS","19",5912339,5916211
"HYPK","HYPK","15",43796142,43804574
"LINC01483","LINC01483","17",69563386,69903566
"PRC1-AS1","PRC1-AS1","15",90966340,90988625
"OPRD1","OPRD1","1",28812170,28871267
"TPM4","TPM4","19",16067021,16103005
"MAN2A2","MAN2A2","15",90902218,90922584
"GBP5","GBP5","1",89256189,89272860
"HCG9","HCG9","6",29975112,29978586
"SNHG29","SNHG29","17",16438767,16480249
"C2-AS1","C2-AS1","6",31934448,31941724
"DIRAS3","DIRAS3","1",68045886,68051717
"NEU1","NEU1","6",31857063,31862905
"ELOA","ELOA","1",23743448,23762059
"HMGCL","HMGCL","1",23801885,23838620
"LINC01512","LINC01512","6",43890891,43938218
"FUCA1","FUCA1","1",23845077,23868290
"SCIRT","SCIRT","6",43931505,44074685
"HCRTR1","HCRTR1","1",31617686,31632518
"VPS33B-DT","VPS33B-DT","15",90994657,91036611
"C15orf48","C15orf48","15",45430579,45448761
"COL16A1","COL16A1","1",31652263,31704319
"CYP27C1","CYP27C1","2",127183832,127220313
"SLC30A4-AS1","SLC30A4-AS1","15",45448427,45519668
"OGG1","OGG1","3",9749944,9788219
"ERCC3","ERCC3","2",127257290,127294166
"LINC02694","LINC02694","15",38577150,39180499
"LINC03040","LINC03040","6",44000580,44007612
"HSH2D","HSH2D","19",16134028,16158575
"ORC3","ORC3","6",87590067,87677823
"ARAP1-AS1","ARAP1-AS1","11",72685075,72693808
"ARAP1-AS2","ARAP1-AS2","11",72700474,72705607
"STARD10","STARD10","11",72754729,72794047
"RIMS2","RIMS2","8",103500610,104254430
"CIB3","CIB3","19",16161368,16173525
"FAM32A","FAM32A","19",16185380,16192046
"AP1M1","AP1M1","19",16197854,16245906
"SDHAP4","SDHAP4","3",197619740,197627848
"ARHGAP11B-DT","ARHGAP11B-DT","15",30481013,30626012
"FYTTD1","FYTTD1","3",197737179,197787596
"CDRT15P3","CDRT15P3","2",131795136,131796178
"ECEL1P2","ECEL1P2","2",232386701,232387457
"CYP4F30P","CYP4F30P","2",130681229,130681955
"MED15P9","MED15P9","2",130135978,130137759
"ALMS1P1","ALMS1P1","2",73671030,73685085
"ATG16L2","ATG16L2","11",72814406,72843674
"SULT1C5P","SULT1C5P","2",108322353,108332357
"PKIA","PKIA","8",78516340,78605267
"MYOCOS","MYOCOS","1",171600621,171638799
"LINC02980","LINC02980","6",25992641,26041465
"ALDH9A1","ALDH9A1","1",165662216,165698562
"RUBCN","RUBCN","3",197668867,197749727
"BIRC6-AS2","BIRC6-AS2","2",32557703,32557847
"LINC02605","LINC02605","8",78835307,78840525
"ZC2HC1A","ZC2HC1A","8",78666050,78719765
"LINC02002","LINC02002","17",22233926,22268815
"H4C1","H4C1","6",26021649,26022847
"H2BC3","H2BC3","6",26042771,26043713
"ZNF594-DT","ZNF594-DT","17",5191999,5255713
"OR7E91P","OR7E91P","2",71029028,71029893
"TYK2","TYK2","19",10350528,10380608
"LY6E","LY6E","8",143017982,143023832
"KCTD20","KCTD20","6",36442767,36491143
"OR2B11","OR2B11","1",247449118,247458105
"OR6N2","OR6N2","1",158774222,158781204
"H3C15","H3C15","1",149852608,149853125
"H2BC18","H2BC18","1",149782689,149812373
"H4C15","H4C15","1",149854045,149861159
"DPH1-AS1","DPH1-AS1","17",2043420,2051164
"H2AC19","H2AC19","1",149851061,149851594
"ANKRD36BP2","ANKRD36BP2","2",88782712,88805403
"DCAF6","DCAF6","1",167935783,168075843
"FAM27E5","FAM27E5","17",22298691,22300066
"CT75","CT75","2",222318275,222321512
"DCUN1D1","DCUN1D1","3",182938074,182985953
"MAP3K14-AS1","MAP3K14-AS1","17",45247905,45269836
"LY6H","LY6H","8",143157914,143160711
"STK38","STK38","6",36493892,36547479
"SLC8A1","SLC8A1","2",40097270,40611053
"SRSF3","SRSF3","6",36594353,36605911
"MCCC1","MCCC1","3",183015218,183116075
"GPIHBP1","GPIHBP1","8",143213218,143217170
"SPAG5-AS1","SPAG5-AS1","17",28598790,28617377
"ZFP41","ZFP41","8",143246821,143262705
"PID1","PID1","2",228850526,229271287
"LINC01982","LINC01982","17",52389828,52535775
"CNRIP1","CNRIP1","2",68284171,68320051
"GLI4","GLI4","8",143267433,143276931
"PLEK","PLEK","2",68365282,68397453
"OR4C12","OR4C12","11",49981473,49982535
"OR4C45","OR4C45","11",50032874,50033794
"MTCH2","MTCH2","11",47617315,47642607
"ZNF696","ZNF696","8",143289676,143299952
"FBXO48","FBXO48","2",68459422,68467294
"APLF","APLF","2",68467572,68655862
"TACC1","TACC1","8",38728186,38853028
"EFCAB13-DT","EFCAB13-DT","17",47279525,47492672
"H2AC8","H2AC8","6",26216921,26218515
"GADD45B","GADD45B","19",2476122,2478805
"HERC2P7","HERC2P7","15",22480439,22484840
"PNRC1-DT","PNRC1-DT","6",89080164,89080667
"CACNB4","CACNB4","2",151832771,152099167
"KIR3DL2","KIR3DL2","19",54850443,54867209
"PNRC1","PNRC1","6",89080751,89085160
"IRAG1","IRAG1","11",10573091,10693988
"LINC02087","LINC02087","17",15805686,15847996
"H2AC18","H2AC18","1",149842218,149842750
"H2BC21","H2BC21","1",149884459,149886682
"H4C14","H4C14","1",149832657,149839767
"SRSF12","SRSF12","6",89093949,89118071
"TRMT13","TRMT13","1",100133150,100150496
"PM20D2","PM20D2","6",89146055,89165565
"H3C14","H3C14","1",149840687,149841208
"OR2T1","OR2T1","1",248403048,248408020
"GABRR1","GABRR1","6",89177504,89231278
"SEC16B","SEC16B","1",177923956,177984303
"AKAP1-DT","AKAP1-DT","17",57071407,57085127
"ZSCAN12","ZSCAN12","6",28378821,28399747
"LINC01989","LINC01989","17",34169372,34196211
"PTGIR","PTGIR","19",46618550,46625089
"ZSCAN23","ZSCAN23","6",28431930,28443502
"PRR29-AS1","PRR29-AS1","17",63994763,63999899
"ZNF708","ZNF708","19",21284033,21329425
"MCCC1-AS1","MCCC1-AS1","3",183016255,183017808
"LAMP3","LAMP3","3",183122215,183163839
"IL19","IL19","1",206770764,206842981
"ZNF738","ZNF738","19",21358930,21388582
"GPX6","GPX6","6",28503296,28528215
"LINC02003","LINC02003","17",72342692,72356101
"ZNF283","ZNF283","19",43827321,43852017
"LCE2C","LCE2C","1",152675279,152676569
"CAND2","CAND2","3",12796472,12834804
"OR2C3","OR2C3","1",247524677,247536440
"GPX5","GPX5","6",28525881,28534955
"SNRPA1-DT","SNRPA1-DT","15",101295348,101305737
"PCSK6-AS1","PCSK6-AS1","15",101334437,101337532
"ZNF404","ZNF404","19",43872365,43901385
"SELENOS","SELENOS","15",101270531,101277500
"SCAND3","SCAND3","6",28570535,28616212
"ADGRL2","ADGRL2","1",81306147,81993932
"ZNF45","ZNF45","19",43912624,43935282
"NBR2","NBR2","17",43125420,43153671
"CBLIF","CBLIF","11",59829273,59845499
"ZBED9-AS1","ZBED9-AS1","6",28587378,28591747
"ZNF221","ZNF221","19",43951223,43967709
"TSPOAP1-AS1","TSPOAP1-AS1","17",58324472,58415766
"IQSEC1","IQSEC1","3",12897043,13283281
"ZNF155","ZNF155","19",43967862,43998326
"LINC00533","LINC00533","6",28647356,28710117
"ARHGAP11A-DT","ARHGAP11A-DT","15",32513733,32615399
"TCN1","TCN1","11",59852800,59866489
"DINOL","DINOL","6",36677609,36678559
"MIR142HG","MIR142HG","17",58330879,58332524
"CDKN1A","CDKN1A","6",36676460,36687397
"OOSP3","OOSP3","11",59878782,59896483
"SLC9A3R1-AS1","SLC9A3R1-AS1","17",74747018,74748912
"MS4A2","MS4A2","11",60088261,60098467
"ZNF230-DT","ZNF230-DT","19",43996896,44003298
"ERVE-1","ERVE-1","17",28230561,28238670
"ZNF230","ZNF230","19",44002957,44013924
"LINC02091","LINC02091","17",183824,200433
"LINC01482","LINC01482","17",68591782,68763882
"SSU72L5","SSU72L5","11",4233217,4234287
"ANGPT1","ANGPT1","8",107249482,107498055
"SSU72L2","SSU72L2","11",4241641,4242706
"RPH3AL-AS2","RPH3AL-AS2","17",352603,357581
"TFAP2A","TFAP2A","6",10393186,10419659
"SSU72L4","SSU72L4","11",4287084,4288185
"ZNF222-DT","ZNF222-DT","19",44023118,44025262
"SSU72L3","SSU72L3","11",4329790,4330864
"SSU72L1","SSU72L1","11",4338245,4339345
"OR52B4","OR52B4","11",4367263,4368386
"ZNF222","ZNF222","19",44025342,44033110
"COX10-DT","COX10-DT","17",13755574,14069508
"TRIM21","TRIM21","11",4384897,4393702
"SCGB2B2","SCGB2B2","19",34590644,34677159
"DUSP4","DUSP4","8",29333064,29350684
"ALG1L2","ALG1L2","3",130081831,130113227
"ZNF30-AS1","ZNF30-AS1","19",34905335,34926857
"MSC","MSC","8",71841560,71844412
"GPR137","GPR137","11",64270062,64289494
"HEY1","HEY1","8",79762371,79767857
"OAZ1","OAZ1","19",2269509,2273492
"PRRT3","PRRT3","3",9939450,9952408
"FHIT","FHIT","3",59747277,61251459
"RPH3AL-AS1","RPH3AL-AS1","17",331136,333493
"NR2F2-AS1","NR2F2-AS1","15",96080713,96337579
"FXYD5","FXYD5","19",35154730,35171791
"UBE2E1","UBE2E1","3",23805955,23891640
"MAPT-AS1","MAPT-AS1","17",45799390,45895704
"MRGPRF","MRGPRF","11",69004398,69013246
"CFAP300","CFAP300","11",102047437,102084554
"TFAP2A-AS1","TFAP2A-AS1","6",10409340,10457192
"SOCS3-DT","SOCS3-DT","17",78357451,78374619
"LINC00518","LINC00518","6",10423133,10458070
"DEFA1B","DEFA1B","8",6996766,6999198
"YAP1","YAP1","11",102110447,102233424
"DEFA3","DEFA3","8",7015869,7018297
"NKIRAS1","NKIRAS1","3",23889951,23946591
"DEFA5","DEFA5","8",7055304,7056739
"LINC02522","LINC02522","6",10458176,10481976
"LY6L","LY6L","8",143080630,143083486
"TMEM132E-DT","TMEM132E-DT","17",34502380,34579403
"ZFTRAF1","ZFTRAF1","8",144449582,144462871
"LINC00680","LINC00680","6",57959029,57961345
"RPL15","RPL15","3",23916591,23924374
"OPRK1","OPRK1","8",53225724,53251637
"LINC00671","LINC00671","17",42858131,42898728
"BIRC3","BIRC3","11",102317484,102339403
"MYC","MYC","8",127735434,127742951
"LINC00691","LINC00691","3",24096269,24103238
"STAM2","STAM2","2",152116801,152175763
"BIRC2","BIRC2","11",102347211,102378670
"UBE2E2","UBE2E2","3",23203020,23591794
"MYADM","MYADM","19",53864763,53878125
"SLC25A32","SLC25A32","8",103398635,103415189
"NEK10","NEK10","3",27106484,27369460
"SRP14-DT","SRP14-DT","15",40039242,40087903
"TMEM123","TMEM123","11",102396332,102470384
"SOX17","SOX17","8",54457935,54460892
"SCN3A","SCN3A","2",165087526,165204050
"NFIC","NFIC","19",3314403,3469217
"RP1","RP1","8",54509422,54871720
"MMP7","MMP7","11",102520508,102530750
"MMP20","MMP20","11",102576832,102625332
"LINC02249","LINC02249","15",30195583,30373471
"EOGT","EOGT","3",68975217,69013684
"RBPMS","RBPMS","8",30384511,30572256
"LINC01579","LINC01579","15",93718542,94070898
"NCAM1","NCAM1","11",112961275,113278436
"HSD17B1-AS1","HSD17B1-AS1","17",42552431,42554841
"TOB1-AS1","TOB1-AS1","17",50866605,50938089
"TMF1","TMF1","3",69019827,69052339
"NFE2L1-DT","NFE2L1-DT","17",48045141,48048604
"MIR4713HG","MIR4713HG","15",51037174,51322480
"EWSAT1","EWSAT1","15",69066450,69099990
"SMIM24","SMIM24","19",3473986,3480525
"TMC3-AS1","TMC3-AS1","15",81324301,81696991
"SMIM44","SMIM44","19",3482110,3483441
"SEMA6B","SEMA6B","19",4542588,4581776
"CCNT2","CCNT2","2",134918235,134959342
"LINC01028","LINC01028","17",70051196,70068095
"UBA3","UBA3","3",69054730,69080408
"CLCNKB","CLCNKB","1",16040252,16057311
"NCAM1-AS1","NCAM1-AS1","11",113265137,113274032
"KCNQ3","KCNQ3","8",132120861,132481095
"OR10H5","OR10H5","19",15787661,15800357
"TTC12-DT","TTC12-DT","11",113278250,113314482
"CYP4F2","CYP4F2","19",15878023,15898077
"ARFGEF3","ARFGEF3","6",138161939,138344663
"UBL7-DT","UBL7-DT","15",74461194,74516959
"CHN1","CHN1","2",174798809,175005381
"TTC12","TTC12","11",113314579,113383544
"SPNS2-AS1","SPNS2-AS1","17",4487679,4499913
"HPYR1","HPYR1","8",132507962,132565246
"IL7","IL7","8",78675743,78805523
"KDM4B","KDM4B","19",4969113,5153611
"HEATR6-DT","HEATR6-DT","17",60078946,60088715
"RORA-AS1","RORA-AS1","15",60479151,60630637
"ARL6IP5","ARL6IP5","3",69084937,69106092
"PBOV1","PBOV1","6",138215986,138218491
"SMIM28","SMIM28","6",138377905,138383486
"HEBP2","HEBP2","6",138403531,138422197
"LMOD3","LMOD3","3",69106065,69123032
"SMIM18","SMIM18","8",30638580,30646064
"CCDC80","CCDC80","3",112596797,112649530
"MYMX","MYMX","6",44216926,44218236
"PELP1-DT","PELP1-DT","17",4704095,4705770
"NRG1","NRG1","8",31639222,32855666
"SLC29A1","SLC29A1","6",44219553,44234142
"VWA5B1","VWA5B1","1",20290875,20359518
"PLAC9P1","PLAC9P1","2",129923558,129925788
"RAB6C-AS1","RAB6C-AS1","2",129968258,129968380
"RAB6C","RAB6C","2",129979666,129982738
"KCTD18","KCTD18","2",200488958,200519784
"TMEM105","TMEM105","17",81311270,81330674
"SGO2","SGO2","2",200510008,200584096
"LINC01563","LINC01563","17",21075362,21119870
"LCE3C","LCE3C","1",152600234,152601086
"KCNQ4","KCNQ4","1",40783787,40840452
"PTPRS-AS1","PTPRS-AS1","19",5178119,5178464
"CDC37","CDC37","19",10391090,10420121
"MYOCD-AS1","MYOCD-AS1","17",12671854,12720153
"CD200R1L","CD200R1L","3",112815709,112846864
"GAP43","GAP43","3",115623510,115721490
"CEP68","CEP68","2",65056354,65087004
"ANKK1","ANKK1","11",113387779,113400416
"GXYLT2","GXYLT2","3",72888046,72998138
"DRD2","DRD2","11",113409605,113475691
"CEBPA-DT","CEBPA-DT","19",33301754,33305254
"FRZB","FRZB","2",182833275,182866637
"CITED4","CITED4","1",40861054,40862363
"PPP4R2","PPP4R2","3",72996803,73069198
"SLFNL1-AS1","SLFNL1-AS1","1",41014590,41043890
"GLS","GLS","2",190880821,190965552
"SLFNL1","SLFNL1","1",41015589,41023237
"EBLN2","EBLN2","3",73061659,73063337
"PKP1","PKP1","1",201283452,201332993
"LINC00324","LINC00324","17",8220616,8224079
"LINC01836","LINC01836","19",782119,787548
"CRTAP","CRTAP","3",33114014,33147773
"SIDT2","SIDT2","11",117178736,117197445
"SUSD5","SUSD5","3",33150043,33218810
"BSG-AS1","BSG-AS1","19",562360,572404
"FBXL2","FBXL2","3",33277025,33403662
"PPIL3","PPIL3","2",200870907,200889303
"DM1-AS","DM1-AS","19",45767796,45772504
"LHX1-DT","LHX1-DT","17",36861674,36936670
"LAD1","LAD1","1",201380833,201399915
"ZNF561-AS1","ZNF561-AS1","19",9620993,9674662
"CCL3-AS1","CCL3-AS1","17",36072866,36090134
"GRB14","GRB14","2",164492417,164621482
"PHLDA3","PHLDA3","1",201464278,201469237
"MIR365BHG","MIR365BHG","17",31571074,31575659
"CSRP1","CSRP1","1",201483530,201509456
"LIMASI","LIMASI","19",10239048,10290813
"GLB1L2","GLB1L2","11",134331988,134378341
"LBX2","LBX2","2",74497517,74503316
"ICAM4-AS1","ICAM4-AS1","19",10285797,10289326
"PRKAG3","PRKAG3","2",218822308,218832086
"LINC02078","LINC02078","17",79707266,79712317
"PSG8-AS1","PSG8-AS1","19",42821770,42826879
"B3GAT1","B3GAT1","11",134378504,134412242
"UPK1A-AS1","UPK1A-AS1","19",35667943,35673509
"WNT6","WNT6","2",218859805,218874233
"HSP90AB1","HSP90AB1","6",44246166,44253888
"PAX8","PAX8","2",113215997,113278921
"LINC01996","LINC01996","17",4609952,4617707
"UBP1","UBP1","3",33388336,33441371
"BCAS3-AS1","BCAS3-AS1","17",61034416,61136127
"MEN1","MEN1","11",64803510,64811294
"IPO9","IPO9","1",201829149,201884291
"ZNF529-AS1","ZNF529-AS1","19",36573070,36594712
"RENO1","RENO1","17",81339178,81345995
"LINC02965","LINC02965","19",34837889,34872479
"SHISA4","SHISA4","1",201888680,201892587
"OR6B2","OR6B2","2",240029491,240030429
"SLC35B2","SLC35B2","6",44254096,44257890
"CNGA3","CNGA3","2",98346188,98398601
"LINC02093","LINC02093","17",13299180,13306810
"LINC01838","LINC01838","19",34904780,34908195
"NUDT17","NUDT17","1",145845630,145848954
"PICART1","PICART1","17",50050349,50056018
"NICN1","NICN1","3",49422333,49429326
"COA5","COA5","2",98599314,98608515
"C1QTNF1-AS1","C1QTNF1-AS1","17",79018131,79027673
"PIAS3","PIAS3","1",145848522,145859836
"NFKBIE","NFKBIE","6",44258166,44265788
"UNC50","UNC50","2",98608579,98618515
"PIN1-DT","PIN1-DT","19",9829496,9835147
"DHX33-DT","DHX33-DT","17",5468038,5470462
"FMNL1-DT","FMNL1-DT","17",45190719,45222274
"TMEM151B","TMEM151B","6",44270450,44307506
"MANF","MANF","3",51385291,51389397
"DYNLL2-DT","DYNLL2-DT","17",58076891,58083233
"BABAM2","BABAM2","2",27889941,28338901
"ATG2A","ATG2A","11",64894546,64917209
"TCTE1","TCTE1","6",44278734,44297698
"RBM15B","RBM15B","3",51391285,51397908
"DCAF1","DCAF1","3",51395867,51500015
"AARS2","AARS2","6",44298731,44313347
"RNF157-AS1","RNF157-AS1","17",76138425,76154650
"LINC00910","LINC00910","17",43338741,43389226
"RAD54L2","RAD54L2","3",51538719,51668667
"SPATS1","SPATS1","6",44342650,44380179
"RBM8A","RBM8A","1",145921556,145927678
"HRAS","HRAS","11",532242,537321
"CAPZA1","CAPZA1","1",112619805,112671616
"TEX51","TEX51","2",126898864,126902097
"CHEK1","CHEK1","11",125625163,125676255
"FAM138F","FAM138F","19",76162,79204
"CACNA2D3","CACNA2D3","3",54122552,55074557
"ABCC10","ABCC10","6",43427366,43450430
"CACTIN-AS1","CACTIN-AS1","19",3606497,3613930
"MARCHF10-DT","MARCHF10-DT","17",62808453,62836371
"COLEC11","COLEC11","2",3594832,3644644
"RHOC","RHOC","1",112701127,112707434
"ABR-AS1","ABR-AS1","17",1181627,1191183
"EFCAB12","EFCAB12","3",129401321,129428636
"SNHG30","SNHG30","17",35568050,35574900
"ALLC","ALLC","2",3658200,3702671
"DLK2","DLK2","6",43450352,43456632
"RYK","RYK","3",134065303,134250859
"KHK","KHK","2",27086772,27100762
"TJAP1","TJAP1","6",43477523,43506556
"PLCXD2","PLCXD2","3",111674676,111846447
